0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0|
0.0;0.1885;0.2199;0.0;0.0;0.0;0.0;0.0;0.0;0.0|0.7331,0.0831;0.9493,0.3729;0.8582,0.1086;0.5883,0.0832;0.6585,0.3936;0.8259,0.25;1.4471,0.4291;1.1756,0.3716;1.0652,0.2963;1.3236,0.4344;1.2799,0.161;1.4201,0.2089;1.438,0.3171
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0|3.8512,0.0882;3.5528,0.3985;3.9463,0.0515;3.5799,0.2516;3.6764,0.3722;3.5914,0.0998
0.0;0.0942;0.0;0.1885;0.2199;0.0;0.0942;0.1571;0.0;0.0|0.8443,0.3791;0.9066,0.1716;0.6708,0.2145;1.8188,0.1593;1.8935,0.4274;1.6847,0.1223;1.7881,0.3538;1.6012,0.282;1.7011,0.4425;2.2445,0.0725;2.2558,0.3857;2.2485,0.2493;2.3821,0.2755;2.1547,0.3663;2.1068,0.0843;2.141,0.2183;3.1881,0.2618;3.2223,0.1212;3.2137,0.4317;3.7199,0.292;3.9065,0.0843;3.5954,0.1758;3.8045,0.3711;3.8363,0.2631
0.0;0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0|1.7852,0.3206;1.7494,0.1775;1.6276,0.1865;1.9291,0.2604;1.909,0.0785
0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0942;0.1257|3.1971,0.3591;3.3512,0.2227;3.0882,0.1991;3.2429,0.0573;4.289,0.2931;4.2143,0.176;4.3198,0.0652;4.8313,0.1289;4.9487,0.4042;4.6979,0.1603;4.7962,0.2887
0.0;0.0;0.0;0.1257;0.0;0.0;0.2513;0.0;0.0;0.0|1.5609,0.0682;1.7952,0.2742;1.8377,0.4272;1.5619,0.2389;3.126,0.4308;3.1425,0.0529;3.193,0.2134;3.3863,0.2139;3.4257,0.0569;3.2916,0.4339;3.2425,0.0636;3.4331,0.3669
0.0;0.0;0.0;0.0;0.2199;0.0;0.0;0.0;0.0;0.0|2.3563,0.4484;2.4343,0.1575;2.4376,0.2645;2.2882,0.0891;2.1221,0.1938;2.3031,0.2638;2.1029,0.3118
0.1257;0.0;0.2199;0.2199;0.0;0.1257;0.1885;0.0;0.1571;0.0628|0.1571,0.13;0.1829,0.4055;0.0688,0.4314;0.0817,0.0617;1.1883,0.245;1.4117,0.4369;1.1941,0.0987;1.3088,0.3301;1.0941,0.4381;1.4264,0.2783;1.182,0.3871;1.7533,0.3054;1.5769,0.3705;1.6371,0.1821;1.7299,0.069;1.7549,0.4062;1.8681,0.2525;1.8597,0.145;2.6979,0.2193;2.5873,0.09;2.9248,0.3936;2.7983,0.3631;3.059,0.418;3.2287,0.3853;3.4342,0.1326;3.2341,0.1722;3.3748,0.3553;3.0751,0.2502;4.4113,0.4015;4.1009,0.1669;4.2123,0.167;4.0608,0.3652;4.336,0.156;4.6372,0.0865;4.9101,0.3138
0.0;0.0;0.0;0.1257;0.0;0.0;0.0;0.0;0.0;0.0|1.8922,0.2186;1.5996,0.2426;1.7614,0.3179;1.7991,0.4274
