0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0|
0.0;0.0;0.0;0.0;0.0;0.0628;0.0628;0.0;0.0;0.0|2.5732,0.342;2.7571,0.3518;3.2201,0.252;3.1818,0.1198
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0942;0.2513;0.0|3.7887,0.313;3.5887,0.3399;3.7555,0.1346;4.424,0.313;4.2308,0.322;4.2344,0.1416;4.3711,0.1698;4.321,0.3898;4.1199,0.2901;4.1659,0.4256;4.4466,0.4124
0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.1257;0.0;0.1885|3.4185,0.1488;3.1051,0.1277;3.3484,0.4083;3.3768,0.2555;3.2372,0.0949;3.243,0.2741;3.2047,0.4136;3.9378,0.1987;3.6916,0.405;3.5601,0.2735;3.8523,0.1348;4.9439,0.3187;4.6131,0.3455;4.7656,0.2166;4.8246,0.2981;4.6425,0.1426;4.5548,0.0868
0.0;0.0;0.0;0.0942;0.0;0.0;0.0;0.0;0.0942;0.0|1.8564,0.3323;1.8662,0.0808;1.676,0.1178;4.0527,0.3073;4.182,0.4261;4.4253,0.2594
0.0;0.0;0.0;0.2199;0.1885;0.0;0.0;0.0;0.0;0.0942|1.9108,0.3728;1.7147,0.1125;1.6587,0.3843;1.8372,0.27;1.5634,0.2211;1.8058,0.0644;1.6738,0.2709;2.1954,0.2663;2.3856,0.1874;2.1736,0.4282;2.1852,0.1136;2.0634,0.0527;2.3979,0.3398;4.8297,0.1548;4.5682,0.1178;4.6993,0.3472
0.0;0.0;0.1571;0.0;0.0;0.0942;0.0;0.0;0.1885;0.2513|1.1168,0.4123;1.3391,0.1217;1.2468,0.397;1.2366,0.0815;1.3611,0.2946;2.8305,0.0682;2.9148,0.3214;2.5655,0.1017;4.2575,0.0503;4.0884,0.1492;4.1715,0.4449;4.1068,0.329;4.0504,0.4375;4.3179,0.1358;4.8972,0.3007;4.8363,0.0687;4.5604,0.165;4.6978,0.4432;4.6757,0.1678;4.9438,0.4345;4.8374,0.198;4.7887,0.3214
0.2199;0.0;0.0;0.0;0.0;0.1571;0.1571;0.0;0.2199;0.0|0.1222,0.3803;0.2065,0.4417;0.3462,0.4154;0.3123,0.0938;0.389,0.2249;0.4472,0.3715;0.2407,0.3457;2.9381,0.4027;2.8596,0.0867;2.6719,0.1717;2.5957,0.0822;2.7303,0.4402;3.1984,0.0547;3.114,0.2278;3.3999,0.2473;3.1266,0.3383;3.2196,0.2959;4.1118,0.2453;4.2717,0.2763;4.2617,0.3849;4.4423,0.1714;4.1268,0.1204;4.4223,0.4001;4.1543,0.3544
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0|3.5843,0.0907;3.8005,0.3568;3.7373,0.1709;3.9247,0.2781;3.6132,0.2796
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1257;0.0;0.0|3.662,0.3218;3.9448,0.362;3.604,0.4266;3.6551,0.176
