0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0|
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2199;0.0|4.2494,0.3145;4.4098,0.0632;4.0842,0.2512;4.0851,0.4426;4.2009,0.1407;4.2809,0.2022;4.2148,0.4105
0.1257;0.0;0.0;0.0;0.0;0.0;0.1885;0.0;0.0;0.0|0.3281,0.1722;0.3483,0.3394;0.2247,0.3367;0.1469,0.4328;3.247,0.2697;3.3537,0.2348;3.0967,0.0506;3.2804,0.1399;3.167,0.4443;3.4089,0.08
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0|4.1205,0.2913;4.312,0.2951;4.2182,0.0648;4.4209,0.1608;4.1549,0.1626
0.0;0.0;0.0;0.0;0.0;0.0;0.1571;0.0;0.0;0.1257|3.067,0.1885;3.0594,0.294;3.2711,0.1867;3.1696,0.2485;3.3983,0.4389;4.8918,0.1053;4.6473,0.3921;4.8856,0.3262;4.72,0.2671
0.0;0.0;0.0;0.0;0.1257;0.2199;0.0;0.0;0.0;0.1885|2.0826,0.0784;2.23,0.3685;2.0577,0.247;2.173,0.1824;2.7686,0.0704;2.9318,0.3886;2.5971,0.1973;2.686,0.4223;2.791,0.2731;2.8931,0.1024;2.8286,0.4436;4.6182,0.3832;4.6885,0.2815;4.9472,0.1993;4.7419,0.063;4.7827,0.4056;4.8423,0.1212
0.1257;0.0;0.1885;0.0;0.0;0.1571;0.2513;0.1571;0.0;0.0|0.33,0.1401;0.0995,0.1231;0.0945,0.2487;0.061,0.4085;1.4372,0.161;1.2239,0.4077;1.4092,0.3416;1.329,0.0742;1.091,0.0878;1.0676,0.2492;2.6104,0.0835;2.89,0.3644;2.9002,0.0605;2.7551,0.3026;2.7693,0.1798;3.2572,0.1063;3.1316,0.4065;3.4108,0.0702;3.2444,0.3941;3.3802,0.2442;3.159,0.2054;3.1413,0.0517;3.2467,0.2541;3.8742,0.0581;3.7106,0.3289;3.5991,0.2873;3.7929,0.4008;3.9007,0.3695
0.0;0.0;0.1571;0.0;0.0;0.0;0.0;0.0;0.0;0.0|1.2356,0.2718;1.3144,0.1287;1.1481,0.354;1.4214,0.4181;1.0734,0.4421
0.0;0.0;0.1257;0.0;0.0;0.1571;0.0;0.0;0.0;0.1257|1.2473,0.2693;1.0955,0.3776;1.3721,0.4133;1.4209,0.297;2.6541,0.1259;2.6499,0.2999;2.88,0.057;2.6497,0.4162;2.8027,0.3679;4.5878,0.2259;4.912,0.225;4.8385,0.3126;4.8985,0.0992
0.0;0.0;0.1885;0.0;0.0;0.0;0.0;0.0;0.1257;0.0|1.3182,0.261;1.1483,0.3132;1.3127,0.1471;1.2439,0.3806;1.0727,0.0963;1.3964,0.3783;4.3396,0.2938;4.1258,0.2643;4.2375,0.2541;4.43,0.2144
