sg_1;sg_2;sg_3;sg_4;sg_5;t_1;t_2;t_3;t_4;t_5;t_6;t_7;t_8;t_9;t_10;t_11;t_12
0.0;0.1571;0.0;0.2513;0.2513;0.53342066;1.33015034;-17.77763387;18.03714696;17.32342415;-37.45629806;14.93727213;12.28252481;-80.61251122;45.7649217;-90.92397197;33.62670711
0.0;0.0;0.1885;0.1885;0.0;0.92893784;5.20343734;-68.41257337;84.52950989;30.01635531;-43.36979137;82.6097314;-53.46153414;-92.67534385;-67.54480122;-12.06145939;11.47598327
0.0;0.0;0.0942;0.0;0.1885;0.11865139;20.64546427;-0.55386217;78.84289146;-27.1832161;9.04432963;28.22009556;-26.69006369;-82.91874815;-4.61560231;-55.41480349;33.50015486
0.0;0.0;0.0;0.1885;0.1257;0.75812816;-2.60286215;-33.01924566;97.66792705;-31.13852117;-1.8032217;94.94135623;-14.22542522;-15.61976492;-19.8202956;35.11395567;-77.45302159
0.0;0.0;0.1885;0.0628;0.0628;-0.89688483;-1.66825547;-68.66610266;100.48901318;15.90108898;-81.51079239;126.06418847;10.41736065;-124.48471412;-144.42685969;-0.4963253;17.47404337
0.0;0.0;0.2513;0.1257;0.0;0.22927904;-6.40313322;-28.20006535;60.5841351;46.06164904;-62.54339476;92.71026738;27.74747331;-78.22014633;-16.65601061;27.60474883;-2.59357985
0.0;0.1571;0.1257;0.1257;0.0;0.41877339;-6.3412123;-29.2326379;27.84639808;60.14283452;-80.05948954;116.15211501;-55.70602885;-52.51595716;-85.70828084;30.61592673;-146.48519556
0.0;0.0;0.1885;0.0;0.2199;0.29944268;11.05687334;-33.40921722;76.06576956;5.26677442;-28.88109209;58.19887067;44.42471953;-150.61509625;9.55826952;-24.86988652;-7.32135883
0.0;0.0;0.0;0.1885;0.0;-4.07424865;-15.57493331;42.22572971;139.18041383;-53.23166774;-23.16436671;129.58865312;13.28853172;-59.24805925;-119.12421653;80.2061751;-70.84268511
0.0;0.1571;0.0;0.0;0.0;-0.67989293;0.29361236;30.90616648;116.13680069;-52.7375857;-26.11164377;109.42270403;-1.47948548;-9.22470679;-122.79568854;105.29540887;22.74670638
0.0;0.0;0.0;0.0;0.1885;-3.85575048;-24.33793478;-34.29463868;167.58302164;-74.75382931;16.08152227;63.88132332;59.94305589;-1.94984582;25.17330083;39.41810412;-18.75464427
0.0;0.1885;0.2199;0.1257;0.0;-0.18470888;2.50445176;-50.16620285;41.71911116;20.79480024;-67.88866058;18.33736305;10.07691596;-132.58574612;109.15688215;-142.64290393;123.02230719
0.0;0.1885;0.0;0.0;0.0;2.29400038;-7.85728526;62.54046447;53.80809506;16.33635411;-50.93885737;86.21827825;16.95778501;-70.53931652;-150.08083581;31.12599008;-140.12724017
0.0;0.2827;0.0;0.0;0.1571;0.03855989;2.23442084;-1.19994124;9.47846165;2.62219825;-53.57126477;39.61748478;-0.88039242;-4.66935779;-1.37303455;-59.59405348;51.19926226
0.1257;0.0314;0.0;0.0;0.0942;-5.85586598;-30.66035319;21.15917196;91.24819231;3.1866515;-69.89439693;84.25935006;60.23969666;-17.26476785;-77.07045078;15.03593297;-42.30822124
0.0;0.0;0.0;0.0;0.0314;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.1257;0.0;0.0;0.0628;0.0;0.92870594;-0.20525501;-47.94290963;181.71047157;-14.32237341;17.19610961;143.57432875;-14.34194531;-41.38075401;-276.93294503;114.94501366;-65.86371281
0.0;0.1885;0.0;0.0;0.0;-5.65276615;-46.70511558;36.55959174;159.51511501;-49.66482888;-36.69330642;156.16172583;34.87188842;-147.17026208;-106.4065825;-30.22968581;-73.61026899
0.1257;0.0;0.1885;0.0;0.0;-1.11388461;-9.83045497;-28.96474117;78.46826894;25.7912519;-137.42816006;110.33721344;-28.52652161;-116.79088887;-60.63279318;-80.3663955;-57.91574801
0.0;0.2199;0.0;0.1257;0.0;-1.71721725;22.14598026;-67.1432394;145.61705791;35.45992056;-68.29396937;103.24665328;68.96769176;-108.10622409;36.79473395;-125.1976548;-26.19296438
0.0;0.0;0.0;0.0628;0.0314;-9.67285753;-21.88605738;39.39429468;132.05664089;-91.67384955;-25.63558071;82.10857556;42.96943565;109.49895258;-185.92374618;174.40660215;-33.19790424
0.0;0.0;0.1885;0.0;0.0;-0.26703438;-18.3209923;36.08876918;88.24264551;-30.06104194;-13.43465898;67.68732337;36.60657227;-57.94452121;-132.81527586;21.15014342;-12.32415452
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.1885;0.0;0.0;0.3142;0.0;1.35734349;0.47591251;-55.40954981;39.73995526;55.56639676;-103.86078943;58.16395698;15.53577475;-136.98215864;-17.57941691;-138.60569456;52.12135562
0.0;0.2513;0.0;0.1885;0.0;1.54071075;0.06535773;-63.03524836;56.11683162;18.13506703;-73.07150519;41.33250016;1.13635438;-62.7002245;56.61395771;-137.62853928;135.5721299
0.0628;0.0;0.2199;0.0;0.0;-0.35024627;7.20430919;-37.12741296;46.91729264;-1.63948446;-14.87778339;47.70234864;56.26042788;-109.38788839;-26.87406755;-21.56275245;35.62611191
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.1257;0.0;0.1571;0.1257;0.0;1.6984614;3.52870008;-37.5325734;24.35154003;32.39303404;-81.11187362;120.70900522;-21.80695864;-59.62878442;8.05468481;-114.55114806;48.10569772
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.0;0.1257;0.1571;0.0;0.2513;0.47763742;1.30447639;-52.65866716;29.9581568;31.60994932;-12.50710529;-23.87091593;-45.13191026;-103.8723979;35.42725598;-87.02388003;73.41406849
0.0;0.0628;0.0;0.0;0.0;-6.67876748;-107.19818184;110.15083346;138.54592489;-129.93801515;18.35103278;94.79880594;57.06519349;31.79687505;-195.87554289;89.75699313;-63.31802608
0.0628;0.0;0.0;0.0;0.0;-27.18332139;-83.27084952;124.22462205;154.51443313;-119.57425362;15.1478243;45.60293654;55.86062399;71.79716636;-223.11514942;66.18472737;-60.77696698
0.0;0.0;0.0;0.0942;0.0;7.51270941;-64.9352668;87.75018659;143.68668798;-85.61871069;23.41202744;101.55580508;45.38392237;-0.30306166;-184.05642586;10.43294822;-124.45172096
0.0;0.1257;0.0;0.0;0.0;11.61277064;-70.36898662;36.93427322;159.67754362;-82.52687735;4.34400968;94.83736677;60.50243838;-0.21702442;-113.48847193;57.71303888;-53.1705511
0.1571;0.0;0.0;0.0;0.0;-5.24186407;10.07076937;-64.84155502;140.73027114;-24.71924822;13.79391508;161.95149151;65.97085618;-180.96112274;-203.71209879;11.56865427;-198.87147458
0.0;0.0;0.0;0.1885;0.1885;-0.35097079;5.57659679;-20.66918601;80.55112819;14.58830945;-38.73435838;96.38441087;-6.02286579;-43.76001238;-50.84173716;26.49647648;-98.52339167
0.1885;0.0;0.0;0.0;0.0;-1.55776732;-12.30566065;14.97051107;125.58693213;42.02636669;-98.26909845;203.75792946;-11.59306677;-70.62726152;-160.41204223;7.29387573;-78.24605327
0.0;0.0;0.0;0.0;0.0628;-7.06369421;-61.62054857;89.20139988;123.19457837;-90.78180429;-31.51357962;94.14798674;32.35593216;59.04896711;-181.5171946;100.43036239;-63.77739291
0.0;0.1885;0.0;0.0942;0.1571;2.33927542;8.71997096;-73.57640677;68.2146922;87.77263122;-117.2666778;153.14005995;-65.32415263;-151.64518838;-91.27496995;20.08893521;-41.2456597
0.2199;0.0628;0.0;0.0;0.0;-0.7090708;-4.01146499;-14.44263048;80.29105187;0.36374538;-44.7681362;62.42177894;48.00529956;-139.42849739;-92.24104826;-32.65773201;-139.72828473
0.2513;0.0314;0.0;0.0;0.0;0.10333586;-10.3364545;-98.40117553;152.07284066;35.21167453;-131.79486245;154.84474588;-26.6220007;-86.08438603;-88.36993467;-46.06743343;47.75511027
0.0;0.0628;0.0;0.0;0.0;14.36944985;-83.6501581;72.68757153;141.0235688;-94.91367304;52.11910138;70.57074796;65.7527396;116.00907161;-141.58812155;107.50370516;-142.5554442
0.2199;0.0;0.0;0.1571;0.2513;0.30852839;3.23427641;-24.24664437;-4.83661696;48.93166285;-59.99619402;10.4699942;-27.04292386;-70.49153939;6.63302028;-117.34118708;16.35315443
0.1571;0.0;0.1885;0.0314;0.1571;1.38009004;-0.7763097;-17.70244105;26.27398748;28.93726455;-31.99547223;2.2204065;9.82546357;-40.52022482;44.46359618;-84.7540729;33.61818429
0.0;0.1885;0.0;0.0;0.0942;-2.68224293;8.6840772;-46.4759492;112.54714525;15.6780846;-74.8702016;109.11571562;-14.98370343;-29.41272408;-16.43738044;21.66065868;-80.32310894
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.2199;0.0;0.0;0.2513;0.0628;0.15661873;-0.57765399;-33.69971005;13.69456912;57.43156052;-62.75623915;18.70007977;22.99813916;-104.68998433;38.34537296;-97.80402555;-6.4446403
0.0;0.0;0.0;0.0;0.1885;-4.32444159;-22.77547254;17.29903468;152.00112606;-51.68995228;-30.37090496;133.04760579;27.8861123;-8.36722482;-108.83638784;75.79081026;-65.49077874
0.0;0.0;0.2199;0.0;0.0;-1.79540324;-9.05940436;40.44135017;86.74766056;-8.74973499;-22.04468402;106.76252104;77.27582609;-66.64807644;-108.45976307;29.7407736;-57.71140873
0.0;0.1885;0.0;0.0;0.2199;-1.18435461;2.11604278;-8.16757651;54.47697135;29.1132835;-14.03544606;18.49839526;44.5197884;-89.85744204;15.95263285;-128.38611171;79.10700127
0.0;0.0;0.0;0.2199;0.0;7.44638986;-48.52528818;21.21056925;119.46795559;-4.24450929;-25.53792544;121.26171422;-14.39902949;-42.39602932;-34.09487549;-60.55914514;-23.76169177
0.0;0.0;0.0;0.1257;0.1885;-1.51007732;2.57169446;-78.31612636;91.99296895;23.77428948;-72.40197337;151.42662965;-56.61411393;6.79292446;-122.47560618;12.98397749;-55.91971589
0.0;0.0;0.0;0.0;0.1257;-9.02556338;-52.52051854;62.46811244;110.89480623;-82.54443997;-97.4761475;160.61217683;61.12095387;41.39022656;-209.98096833;149.69539017;-64.20048979
0.0;0.0;0.0;0.1571;0.2513;0.41295544;6.64695991;-16.92646148;69.89333759;4.15816732;-13.71998261;66.39893655;66.42520953;-75.92986799;41.20829429;14.49128863;-40.34581882
0.0;0.2513;0.2199;0.0;0.0314;-1.23917976;-1.51944477;-37.68518627;5.69029929;50.72761331;-64.99874393;37.74511476;2.03214422;-90.72152041;9.4459867;-125.47028383;53.01654325
0.0;0.0;0.2199;0.0;0.0;3.42420977;-5.82379682;-27.78360869;134.27554185;-26.12082614;-28.00010656;133.91503421;31.05083208;-83.09385697;-136.92263315;-5.93522888;-49.07386333
0.1885;0.0;0.2199;0.0;0.2199;-0.48966133;-1.11513991;-32.78737517;21.85748416;37.42835572;-39.96350793;27.58661935;-33.71351661;-83.99911441;-6.49941361;-1.85080733;34.48338711
0.1257;0.0314;0.0314;0.0;0.1885;-0.3421616;2.74460145;-42.82006721;56.31266149;83.81265892;-176.27631775;215.87875735;-65.28952851;-27.42314626;-62.87182732;-31.75061563;-38.55299025
0.0;0.0;0.0;0.0;0.2199;0.17237168;7.06724218;9.97141472;37.34083064;-7.55386786;-26.84910898;43.33616732;-16.1158219;-73.68553381;-114.8026815;135.18866162;-166.93197825
0.0;0.0;0.0;0.1571;0.2199;0.28403637;6.77400048;-9.6385784;55.38643789;16.27151243;-54.10656731;101.48271473;15.61827239;-42.98165175;-15.43234439;-28.13643433;28.16812257
0.0314;0.1885;0.2827;0.0;0.1885;0.0714741;0.1841581;-27.49923914;-4.69634996;36.63808;-30.83905928;-13.01458482;79.25059525;-134.13985958;106.89359044;-147.33810067;91.6395479
0.0;0.0;0.2199;0.0;0.1571;1.62745396;-4.67458166;-36.56754663;51.64791335;26.39912825;6.81276212;55.85923078;-12.95742541;-74.08149389;0.38400608;-37.80504332;-100.68966796
0.1571;0.0;0.0;0.1885;0.0942;0.0847995;4.4233674;-19.42699348;15.86412905;16.87174953;-39.47324932;8.30006906;-9.48837135;-75.87820931;34.12487483;-21.6012302;-59.4790847
0.0;0.1571;0.0;0.0;0.1571;1.32375166;9.25045894;-28.7791334;83.79872612;-13.53210216;-36.65356352;52.77462324;20.10427312;-88.39480542;17.44107719;-111.86897326;-24.31291443
0.0;0.0;0.1257;0.1257;0.0;4.03464997;2.62539863;-37.87224996;106.19780988;12.24600875;-89.01943341;144.17521977;-15.18119252;-2.48531629;-72.26883283;-12.50116728;-43.57018271
0.0;0.1257;0.0;0.1571;0.2513;-0.64024647;0.57583541;-17.6385771;16.14671171;18.38477167;-60.90575721;43.297405;-21.55794588;-10.1878337;-4.14404693;12.92288343;-37.75337819
0.1885;0.0;0.0;0.0;0.0;-3.0544068;-33.04428615;-20.37208049;79.44646377;32.23684413;38.38573829;24.83321357;-8.50366265;28.44656819;12.8675128;-81.17091929;8.64759214
0.1257;0.0;0.0;0.1257;0.0;-0.58623054;2.34457718;-31.56922244;80.32074525;-6.15574404;-0.88985653;45.93232337;24.34092903;-91.94866333;-78.33346594;-90.79837019;-3.63484329
0.0;0.0;0.0;0.0;0.2513;-0.26862176;-8.49510061;-82.00897454;163.74591987;-21.67036893;1.47244998;78.29280196;83.53534828;-96.76651995;-2.60309615;76.6751142;45.84023945
0.2513;0.0;0.0;0.0;0.0;-2.72222627;5.77150334;-16.10021795;89.99679221;17.10468682;-28.54111447;35.80761842;63.92392093;-100.34355257;-191.54229709;-79.92671584;-129.05327802
0.0;0.0;0.2199;0.0;0.0;4.19931612;-20.67708921;-32.55862098;68.15365983;-21.18168172;-28.80139545;96.07600625;50.6633598;-85.82600982;-87.91816266;4.36846097;-60.72615403
0.0;0.0;0.1257;0.0;0.0;-3.72916231;-68.90338443;48.02144573;141.71542789;-102.06137883;-10.7286879;92.22971433;36.86845416;-6.99191;-153.94685214;52.82643726;-97.11128398
0.0;0.0;0.0;0.0;0.1257;14.814914;-56.08744345;88.75473125;99.60623497;-85.38799152;-45.0150221;53.94271488;113.57135355;-10.63886061;-149.51866544;7.51267625;-14.63183724
0.0;0.0628;0.0;0.0;0.0;-12.66829439;-86.36454191;109.15526623;139.87686419;-134.57786653;24.87274806;79.80019664;75.5958851;23.13854548;-178.47837389;81.16646182;-82.18208302
0.0;0.0628;0.0;0.0;0.2199;1.51929805;13.8034279;-24.64292818;74.60179737;4.36576545;-7.66737468;59.24018828;20.12426301;-115.02099524;-81.73941006;30.10767439;-70.58258368
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.2513;0.0;0.1885;0.0;0.0;-0.12443432;2.17779108;-79.23456746;75.97319942;103.28526012;-183.63082495;237.71001025;-118.55503646;-46.6465801;-42.15860627;125.01449761;-0.48044095
0.1571;0.0628;0.0;0.0628;0.2513;0.42097968;1.89939351;-42.44845066;25.43274738;39.20948902;-57.52355972;35.140359;32.68638262;-131.45926181;112.36183353;-150.69921201;73.75077136
0.0;0.0;0.0314;0.0;0.0942;-10.04317521;-30.36659017;46.50688708;101.95182268;-84.89739746;-73.24949497;121.14070879;60.42543158;56.02788831;-203.31841513;72.31524834;12.73836779
0.1571;0.0;0.0;0.2199;0.0;-0.05821079;6.45091267;-70.14656316;72.31580844;46.00284707;-80.9973596;67.98345045;-22.75972241;-90.69440306;-74.64087596;-109.1406031;5.73301403
0.0;0.0;0.1885;0.2199;0.0;0.24827505;3.00284462;-41.32613921;66.65337125;47.44659186;-68.87560942;30.30495985;3.92204165;-127.01580733;-29.36643939;-110.73972688;-33.47488236
0.1257;0.0;0.0;0.0;0.0;-2.64779515;-33.50714565;94.1836434;52.61342469;-18.14220772;-30.44061644;104.46234875;77.90650601;-6.74331301;-231.43898444;40.90932606;-99.66155415
0.0;0.1885;0.0;0.0;0.0;1.18669366;-19.80657741;43.155473;86.07056581;-25.9045662;-10.56421717;47.65918366;20.30397843;-74.98072129;-180.80114232;33.81858015;-71.46855725
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.0942;0.1885;0.1571;0.0;0.0942;0.4857183;0.41444026;-28.5091562;7.95152944;56.41280579;-60.46842999;38.89049877;0.05961359;-91.03208661;27.53253503;-75.8260572;87.64746301
0.1885;0.1885;0.0;0.0;0.0;0.27746016;2.07394763;-30.80501896;67.07592101;38.51397702;-69.69611434;93.52559347;23.22282158;-171.89188523;-2.2751979;77.28987405;-60.56432562
0.0;0.1257;0.0314;0.1571;0.1571;3.07247748;1.00617962;-21.35964938;24.65971598;47.12036204;-83.69859582;63.12812723;-12.57582914;-46.15559558;-2.84908248;1.20743545;17.09701083
0.0;0.0;0.1885;0.0;0.0;-1.31015325;-18.5991962;-1.82045706;127.76277153;-16.25779665;-54.60876254;120.3806732;75.40272547;-28.3419791;-158.9249208;34.63655487;-93.21258205
0.2199;0.1571;0.2199;0.0;0.0;-0.58656442;7.23840687;-29.31412729;-12.62846065;78.41116296;-80.52869101;16.58945172;-67.91349368;-69.87313757;21.46092875;-76.90629122;-40.8660573
0.0;0.0;0.0;0.0;0.0314;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.1885;0.2199;0.0;0.1257;0.1571;-0.0817708;2.82129269;-39.94819321;22.4980786;20.01552939;-45.76842638;-47.30409762;78.81725872;-131.73578068;174.54271405;-203.04495375;231.08702563
0.1885;0.0;0.0;0.0;0.0942;-2.60597588;-19.74934912;3.18716245;126.92777465;-27.08615355;-83.90354774;168.34859939;-42.93909002;-70.25450754;-151.38547872;70.16672437;-150.91879327
0.0942;0.0;0.0;0.0;0.2199;-1.37542474;-4.95327532;-42.85588786;51.67140629;14.07664665;-34.79753223;28.14009252;32.90163096;-17.89953839;-32.0305201;-87.8348731;-30.83023681
0.0;0.1885;0.2199;0.0;0.2199;0.72351669;3.3593928;-43.70533162;29.47901448;52.14006555;-22.9514597;7.51872381;2.95984989;-128.87145482;128.9296399;-176.34649935;102.78477496
0.0;0.0;0.1885;0.0;0.0;0.19218785;-6.94509911;19.52760596;109.25839336;-31.39588147;-54.21561427;105.29135758;34.57717724;-19.05635726;-156.20795147;56.29232741;-97.20428639
0.0;0.1571;0.0;0.0;0.0;-3.02506448;-20.47577365;14.37933719;136.91072694;-92.29281664;1.31974153;61.53190974;76.20993933;2.54910796;-191.81283427;86.46858908;-88.23552784
0.1257;0.1885;0.0;0.0;0.1885;-1.19824291;-0.81263912;-31.96942323;8.85930144;27.01960381;-68.41513365;39.74631436;13.07442567;-86.45744779;30.13340501;-47.28253921;17.99361061
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.0;0.2513;0.0;0.0;0.0;3.13534584;-8.37504192;-11.60670128;56.86300281;21.11718738;-46.50674065;83.61348973;32.71120198;-119.46013371;-110.23137204;6.03828019;-50.96814602
0.1571;0.1885;0.0314;0.0;0.1257;-1.76392963;8.24331254;-25.68252949;16.57161564;21.36355821;-38.49429555;21.00308117;-7.76796623;-75.04454269;-9.38389673;-47.74828139;-44.00371832
0.0;0.0;0.1257;0.0;0.0;-0.34684416;-33.22710044;43.51612622;178.95494219;-80.71277209;1.93817244;102.4205102;30.55119391;-5.24059122;-159.57311007;70.14443169;-90.15746236
0.2513;0.1257;0.0;0.0;0.0;-0.79740756;3.60456642;-58.29048611;54.94679809;109.30481119;-124.069661;151.46691978;11.49382088;-139.3859157;-99.35528919;-4.16442456;-42.57479536
0.2513;0.2827;0.0;0.1571;0.0;0.04816246;0.29957258;-10.22567195;-6.85495283;18.01281843;-27.88237744;-18.37094682;64.7905192;-74.49921643;125.37108156;-131.7114455;163.22557282
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.0;0.0;0.2199;0.0;0.0;-0.88255851;-5.04845901;-29.26949181;135.91071399;-4.79203611;-40.63462052;123.42577099;84.86169435;-93.33849022;-136.26727546;38.90626578;-59.51935741
0.0314;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.1257;0.0;0.0;0.0;0.0;13.99352018;-44.60932402;13.53203175;130.52630452;-86.74410337;4.09117689;135.31176891;8.29771207;19.22262094;-193.67867824;-13.06995921;-60.93306707
0.2513;0.0;0.0;0.0;0.1571;-1.30459011;2.36497605;-23.42436508;55.75985773;68.01105298;-104.28122765;96.51540495;-19.20315248;-144.05192928;-49.18615322;-52.25299963;7.20030966
0.0;0.1885;0.1885;0.0;0.2199;0.36523211;1.33448811;-34.49711258;30.95885127;46.92011573;-58.21024077;61.62071714;-58.84149544;-27.88975068;-78.12639677;9.90366285;-24.6074428
0.0;0.0;0.0;0.2199;0.0;3.18982132;-4.03344769;-68.11418317;117.0452735;-44.3157433;-1.63804601;49.5262659;8.48670269;-41.46584346;-91.4225025;108.63000563;-40.54373522
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
0.0;0.0;0.0;0.0;0.0;-39.52224331;-98.51286104;142.56329903;141.83624926;-145.96232576;10.93885621;40.21133002;57.48446226;72.32614177;-210.30072802;106.64317695;-89.67791982
